country,year_week,new_cases,sum_newcases,country_code,number_sequenced,sum_number_sequenced,sum_sequenced_pct,pct_sequenced_week,new
Denmark,2021-13,5105.0,207160.0,DK,3462,70794,34.17358563429234,67.81586679725758,2021-03-29
Denmark,2021-14,4509.0,211669.0,DK,3395,74189,35.049534887016996,75.29385673098248,2021-04-05
Denmark,2021-15,5068.0,216737.0,DK,3653,77842,35.91541822577594,72.07971586424625,2021-04-12
Denmark,2021-16,4952.0,221689.0,DK,3573,81415,36.724871328753345,72.15266558966074,2021-04-19
Denmark,2021-17,5347.0,227036.0,DK,4064,85479,37.64997621522578,76.00523658126052,2021-04-26
Denmark,2021-18,6315.0,233351.0,DK,4894,90373,38.72835342466927,77.49802058590657,2021-05-03
Denmark,2021-19,7351.0,240702.0,DK,4864,95237,39.56635175445156,66.16786831723574,2021-05-10
Denmark,2021-20,7074.0,247776.0,DK,4584,99821,40.28679129536356,64.80067854113656,2021-05-17
Denmark,2021-21,6814.0,254590.0,DK,4268,104089,40.88495227620881,62.63574992662166,2021-05-24
Denmark,2021-22,5721.0,260311.0,DK,3041,107130,41.15461889816412,53.155042824681,2021-05-31
Denmark,2021-23,3163.0,263474.0,DK,1554,108684,41.25037005548935,49.130572241542836,2021-06-07
Denmark,2021-24,1690.0,265164.0,DK,841,109525,41.30462657072604,49.76331360946745,2021-06-14
Denmark,2021-25,1293.0,266457.0,DK,727,110252,41.37703269195405,56.22583139984532,2021-06-21
Denmark,2021-26,2560.0,269017.0,DK,1558,111810,41.56242914016586,60.859375,2021-06-28
Denmark,2021-27,4417.0,273434.0,DK,675,112485,41.137897993665746,15.281865519583429,2021-07-05
Denmark,2021-28,6873.0,280307.0,DK,0,112485,40.129215467326894,0.0,2021-07-12
Estonia,2020-40,407.0,407.0,EE,33,33,8.108108108108109,8.108108108108109,2020-10-05
Estonia,2020-41,258.0,665.0,EE,22,55,8.270676691729323,8.527131782945736,2020-10-12
Estonia,2020-42,213.0,878.0,EE,12,67,7.6309794988610475,5.633802816901408,2020-10-19
Estonia,2020-43,333.0,1211.0,EE,9,76,6.275805119735756,2.7027027027027026,2020-10-26
Estonia,2020-44,574.0,1785.0,EE,37,113,6.330532212885154,6.445993031358885,2020-11-02
Estonia,2020-45,1140.0,2925.0,EE,16,129,4.410256410256411,1.4035087719298245,2020-11-09
Estonia,2020-46,1512.0,4437.0,EE,13,142,3.2003606040117196,0.8597883597883598,2020-11-16
Estonia,2020-47,2087.0,6524.0,EE,5,147,2.2532188841201717,0.23957834211787254,2020-11-23
Estonia,2020-48,2328.0,8852.0,EE,0,147,1.6606416629010392,0.0,2020-11-30
Estonia,2020-49,2926.0,11778.0,EE,0,147,1.248089658685685,0.0,2020-12-07
Estonia,2020-50,3077.0,14855.0,EE,1,148,0.9962975429148435,0.032499187520311994,2020-12-14
Estonia,2020-51,3739.0,18594.0,EE,1,149,0.8013337635796494,0.026745119015779622,2020-12-21
Estonia,2020-52,4014.0,22608.0,EE,9,158,0.6988676574663836,0.2242152466367713,2020-12-28
Estonia,2020-53,3713.0,26321.0,EE,37,195,0.7408533110444132,0.9964987880420145,2021-01-04
Estonia,2021-01,4284.0,30605.0,EE,4,199,0.6502205521973534,0.09337068160597572,2021-01-04
Estonia,2021-02,3539.0,34144.0,EE,1,200,0.5857544517338332,0.028256569652444195,2021-01-11
Estonia,2021-03,3372.0,37516.0,EE,9,209,0.5570956391939439,0.2669039145907473,2021-01-18
Estonia,2021-04,3492.0,41008.0,EE,31,240,0.5852516582130316,0.8877434135166093,2021-01-25
Estonia,2021-05,4059.0,45067.0,EE,16,256,0.5680431357756229,0.3941857600394186,2021-02-01
Estonia,2021-06,4560.0,49627.0,EE,148,404,0.8140729844641023,3.245614035087719,2021-02-08
Estonia,2021-07,4789.0,54416.0,EE,416,820,1.5069097324316378,8.68657339736897,2021-02-15
Estonia,2021-08,9012.0,63428.0,EE,26,846,1.333795799962162,0.2885042166000888,2021-02-22
Estonia,2021-09,9555.0,72983.0,EE,137,983,1.3468890015483057,1.433804290947148,2021-03-01
Estonia,2021-10,9903.0,82886.0,EE,515,1498,1.8073015949617548,5.20044430980511,2021-03-08
Estonia,2021-11,10308.0,93194.0,EE,503,2001,2.147133935661094,4.879705083430346,2021-03-15
Estonia,2021-12,7820.0,101014.0,EE,523,2524,2.4986635515869087,6.687979539641944,2021-03-22
Estonia,2021-13,5567.0,106581.0,EE,598,3122,2.9292275358647415,10.741871744206934,2021-03-29
Estonia,2021-14,4662.0,111243.0,EE,195,3317,2.9817606501083214,4.1827541827541825,2021-04-05
Estonia,2021-15,3339.0,114582.0,EE,173,3490,3.0458536244785392,5.181191973644804,2021-04-12
Estonia,2021-16,2596.0,117178.0,EE,183,3673,3.134547440645855,7.049306625577812,2021-04-19
Estonia,2021-17,2565.0,119743.0,EE,168,3841,3.2077031642768263,6.549707602339181,2021-04-26
Estonia,2021-18,2394.0,122137.0,EE,159,4000,3.2750108484734355,6.641604010025063,2021-05-03
Estonia,2021-19,1869.0,124006.0,EE,0,4000,3.2256503717562053,0.0,2021-05-10
Estonia,2021-20,1463.0,125469.0,EE,0,4000,3.188038479624449,0.0,2021-05-17
Estonia,2021-21,875.0,126344.0,EE,0,4000,3.165959602355474,0.0,2021-05-24
Estonia,2021-22,612.0,126956.0,EE,0,4000,3.150697879580327,0.0,2021-05-31
Estonia,2021-23,382.0,127338.0,EE,0,4000,3.1412461323406995,0.0,2021-06-07
Estonia,2021-24,280.0,127618.0,EE,0,4000,3.134354087981319,0.0,2021-06-14
Estonia,2021-25,165.0,127783.0,EE,0,4000,3.1303068483288072,0.0,2021-06-21
Estonia,2021-26,224.0,128007.0,EE,0,4000,3.124829110907997,0.0,2021-06-28
Estonia,2021-27,301.0,128308.0,EE,0,4000,3.1174985191882034,0.0,2021-07-05
Estonia,2021-28,374.0,128682.0,EE,0,4000,3.108437854556193,0.0,2021-07-12
Finland,2020-40,856.0,856.0,FI,127,127,14.836448598130842,14.836448598130842,2020-10-05
Finland,2020-41,1460.0,2316.0,FI,155,282,12.176165803108809,10.616438356164384,2020-10-12
Finland,2020-42,1426.0,3742.0,FI,40,322,8.60502405130946,2.805049088359046,2020-10-19
Finland,2020-43,1424.0,5166.0,FI,57,379,7.3364305071622145,4.002808988764045,2020-10-26
Finland,2020-44,1443.0,6609.0,FI,51,430,6.506279316084128,3.5343035343035343,2020-11-02
Finland,2020-45,1506.0,8115.0,FI,0,430,5.29882932840419,0.0,2020-11-09
Finland,2020-46,1518.0,9633.0,FI,8,438,4.546870133914668,0.5270092226613966,2020-11-16
Finland,2020-47,2324.0,11957.0,FI,46,484,4.047838086476541,1.9793459552495698,2020-11-23
Finland,2020-48,2990.0,14947.0,FI,93,577,3.8603064160032114,3.1103678929765888,2020-11-30
Finland,2020-49,3002.0,17949.0,FI,61,638,3.554515571898156,2.031978680879414,2020-12-07
Finland,2020-50,3179.0,21128.0,FI,71,709,3.3557364634608104,2.2334067316766277,2020-12-14
Finland,2020-51,2352.0,23480.0,FI,43,752,3.2027257240204428,1.8282312925170068,2020-12-21
Finland,2020-52,1975.0,25455.0,FI,45,797,3.1310155175800434,2.278481012658228,2020-12-28
Finland,2020-53,1782.0,27237.0,FI,103,900,3.3043286705584314,5.780022446689113,2021-01-04
Finland,2021-01,1671.0,28908.0,FI,122,1022,3.5353535353535355,7.301017354877319,2021-01-04
Finland,2021-02,1747.0,30655.0,FI,325,1347,4.394062958734301,18.603319977103606,2021-01-11
Finland,2021-03,2243.0,32898.0,FI,439,1786,5.428901452975865,19.572001783325902,2021-01-18
Finland,2021-04,2902.0,35800.0,FI,472,2258,6.307262569832402,16.264645072363887,2021-01-25
Finland,2021-05,2487.0,38287.0,FI,768,3026,7.903465928383002,30.880579010856454,2021-02-01
Finland,2021-06,2350.0,40637.0,FI,823,3849,9.471663754706302,35.02127659574468,2021-02-08
Finland,2021-07,3813.0,44450.0,FI,768,4617,10.38695163104612,20.14162077104642,2021-02-15
Finland,2021-08,3540.0,47990.0,FI,794,5411,11.275265680350072,22.429378531073446,2021-02-22
Finland,2021-09,4391.0,52381.0,FI,858,6269,11.968080029018155,19.53996811660214,2021-03-01
Finland,2021-10,4806.0,57187.0,FI,922,7191,12.57453617080805,19.18435289221806,2021-03-08
Finland,2021-11,4774.0,61961.0,FI,774,7965,12.854860315359662,16.21281943862589,2021-03-15
Finland,2021-12,4360.0,66321.0,FI,494,8459,12.754632770917206,11.330275229357799,2021-03-22
Finland,2021-13,3393.0,69714.0,FI,348,8807,12.63304357804745,10.256410256410257,2021-03-29
Finland,2021-14,2657.0,72371.0,FI,348,9155,12.65009465117243,13.097478359051562,2021-04-05
Finland,2021-15,2078.0,74449.0,FI,328,9483,12.737578745181265,15.784408084696825,2021-04-12
Finland,2021-16,1673.0,76122.0,FI,281,9764,12.826778066787526,16.79617453676031,2021-04-19
Finland,2021-17,1424.0,77546.0,FI,240,10004,12.900729889355995,16.853932584269664,2021-04-26
Finland,2021-18,1495.0,79041.0,FI,252,10256,12.975544337748763,16.8561872909699,2021-05-03
Finland,2021-19,1382.0,80423.0,FI,156,10412,12.94654514255872,11.287988422575976,2021-05-10
Finland,2021-20,1421.0,81844.0,FI,135,10547,12.886711304432824,9.500351864883884,2021-05-17
Finland,2021-21,906.0,82750.0,FI,14,10561,12.762537764350453,1.5452538631346577,2021-05-24
Finland,2021-22,794.0,83544.0,FI,0,10561,12.641242937853107,0.0,2021-05-31
Finland,2021-23,595.0,84139.0,FI,0,10561,12.55184872651208,0.0,2021-06-07
Finland,2021-24,513.0,84652.0,FI,0,10561,12.475783206539715,0.0,2021-06-14
Finland,2021-25,750.0,85402.0,FI,0,10561,12.366220931594109,0.0,2021-06-21
Finland,2021-26,1379.0,86781.0,FI,0,10561,12.169714568857238,0.0,2021-06-28
Finland,2021-27,1619.0,88400.0,FI,0,10561,11.94683257918552,0.0,2021-07-05
Finland,2021-28,2074.0,90474.0,FI,0,10561,11.672966819196676,0.0,2021-07-12
France,2020-40,79885.0,79885.0,FR,100,100,0.12517994617262315,0.12517994617262315,2020-10-05
France,2020-41,123001.0,202886.0,FR,106,206,0.1015348520844218,0.08617816115316136,2020-10-12
France,2020-42,174734.0,377620.0,FR,106,312,0.08262274243948943,0.06066363730012476,2020-10-19
France,2020-43,275387.0,653007.0,FR,149,461,0.07059648671453751,0.054105676738553383,2020-10-26
France,2020-44,334435.0,987442.0,FR,113,574,0.058129996495996726,0.03378832957076861,2020-11-02
France,2020-45,304537.0,1291979.0,FR,98,672,0.052013229317194785,0.032179997832775656,2020-11-09
France,2020-46,178236.0,1470215.0,FR,120,792,0.05386967212278476,0.06732646603379788,2020-11-16
France,2020-47,116361.0,1586576.0,FR,131,923,0.058175593227176005,0.11258067565593283,2020-11-23
France,2020-48,78220.0,1664796.0,FR,92,1015,0.060968430966917266,0.11761697775504985,2020-11-30
France,2020-49,72108.0,1736904.0,FR,124,1139,0.06557645097253503,0.17196427580850945,2020-12-07
France,2020-50,78718.0,1815622.0,FR,89,1228,0.06763522363135058,0.11306181559490841,2020-12-14
France,2020-51,94277.0,1909899.0,FR,176,1404,0.0735117406731979,0.18668392078661816,2020-12-21
France,2020-52,85079.0,1994978.0,FR,198,1602,0.08030163741154038,0.2327248792298922,2020-12-28
France,2020-53,89718.0,2084696.0,FR,229,1831,0.08783055179268344,0.25524420963463296,2021-01-04
France,2021-01,123772.0,2208468.0,FR,572,2403,0.10880845907660876,0.46214006398862423,2021-01-04
France,2021-02,120584.0,2329052.0,FR,642,3045,0.13073988901922326,0.532408943143369,2021-01-11
France,2021-03,132681.0,2461733.0,FR,706,3751,0.1523723328240715,0.5321033154709416,2021-01-18
France,2021-04,134201.0,2595934.0,FR,1617,5368,0.20678491826063375,1.2049090543289542,2021-01-25
France,2021-05,131725.0,2727659.0,FR,1440,6808,0.24959131621657984,1.0931865629151643,2021-02-01
France,2021-06,114493.0,2842152.0,FR,927,7735,0.27215293200363666,0.8096564855493349,2021-02-08
France,2021-07,120503.0,2962655.0,FR,1533,9268,0.31282751450978935,1.2721674979046165,2021-02-15
France,2021-08,130574.0,3093229.0,FR,1256,10524,0.34022699256990024,0.9619066582933815,2021-02-22
France,2021-09,128276.0,3221505.0,FR,2697,13221,0.410398245540516,2.102497739249743,2021-03-01
France,2021-10,149109.0,3370614.0,FR,1674,14895,0.44190761683182944,1.1226686517916424,2021-03-08
France,2021-11,190121.0,3560735.0,FR,4075,18970,0.5327551755466217,2.143371852662252,2021-03-15
France,2021-12,230574.0,3791309.0,FR,2233,21203,0.5592527541279279,0.9684526442703861,2021-03-22
France,2021-13,243764.0,4035073.0,FR,3354,24557,0.6085887417650189,1.3759209727441295,2021-03-29
France,2021-14,205598.0,4240671.0,FR,1341,25898,0.6107052398075682,0.6522436988686661,2021-04-05
France,2021-15,201074.0,4441745.0,FR,2885,28783,0.6480110857331972,1.4347951500442624,2021-04-12
France,2021-16,178829.0,4620574.0,FR,1582,30365,0.6571694339274731,0.8846439895095315,2021-04-19
France,2021-17,132684.0,4753258.0,FR,2311,32676,0.6874442750635459,1.7417322359892677,2021-04-26
France,2021-18,109016.0,4862274.0,FR,931,33607,0.69117865426753,0.8540030821163865,2021-05-03
France,2021-19,88274.0,4950548.0,FR,1862,35469,0.7164661366782021,2.109341368919501,2021-05-10
France,2021-20,101042.0,5051590.0,FR,654,36123,0.7150817861307034,0.6472555966825676,2021-05-17
France,2021-21,62447.0,5114037.0,FR,1747,37870,0.7405108723304114,2.797572341345461,2021-05-24
France,2021-22,46640.0,5160677.0,FR,510,38380,0.743700874904591,1.0934819897084047,2021-05-31
France,2021-23,27912.0,5188589.0,FR,1226,39606,0.763328912735235,4.39237603897965,2021-06-07
France,2021-24,16646.0,5205235.0,FR,290,39896,0.7664591512198777,1.7421602787456445,2021-06-14
France,2021-25,12710.0,5217945.0,FR,741,40637,0.7787931839066913,5.830055074744296,2021-06-21
France,2021-26,16182.0,5234127.0,FR,1055,41692,0.7965416200256509,6.519589667531825,2021-06-28
France,2021-27,26436.0,5260563.0,FR,6,41698,0.7926528016107781,0.022696323195642305,2021-07-05
France,2021-28,55091.0,5315654.0,FR,0,41698,0.7844378132963508,0.0,2021-07-12
Germany,2020-40,15287.0,15287.0,DE,158,158,1.033557925034343,1.033557925034343,2020-10-05
Germany,2020-41,24712.0,39999.0,DE,186,344,0.8600215005375135,0.7526707672385885,2020-10-12
Germany,2020-42,40968.0,80967.0,DE,167,511,0.6311213210320253,0.40763522749462994,2020-10-19
Germany,2020-43,71567.0,152534.0,DE,173,684,0.44842461352878704,0.24173152430589517,2020-10-26
Germany,2020-44,107161.0,259695.0,DE,222,906,0.3488707907352856,0.2071649200735342,2020-11-02
Germany,2020-45,126841.0,386536.0,DE,199,1105,0.2858724672475526,0.15688933389046128,2020-11-09
Germany,2020-46,129459.0,515995.0,DE,257,1362,0.2639560460857179,0.19851844985671138,2020-11-16
Germany,2020-47,127806.0,643801.0,DE,277,1639,0.25458177293915357,0.2167347385881727,2020-11-23
Germany,2020-48,124736.0,768537.0,DE,314,1953,0.25411919009754896,0.2517316572601334,2020-11-30
Germany,2020-49,129785.0,898322.0,DE,376,2329,0.25926115579936815,0.2897099048426243,2020-12-07
Germany,2020-50,153424.0,1051746.0,DE,460,2789,0.26517809433076045,0.2998227135259151,2020-12-14
Germany,2020-51,173574.0,1225320.0,DE,398,3187,0.2600953220383247,0.2292970145298259,2020-12-21
Germany,2020-52,141182.0,1366502.0,DE,358,3545,0.25942150102963624,0.25357340170843307,2020-12-28
Germany,2020-53,123679.0,1490181.0,DE,268,3813,0.25587495747160915,0.21668997970552803,2021-01-04
Germany,2021-01,145511.0,1635692.0,DE,482,4295,0.26257999672309945,0.3312464349774244,2021-01-04
Germany,2021-02,119635.0,1755327.0,DE,1028,5323,0.30324834062257344,0.8592803109457935,2021-01-11
Germany,2021-03,101006.0,1856333.0,DE,2004,7327,0.39470289005259296,1.984040552046413,2021-01-18
Germany,2021-04,80306.0,1936639.0,DE,2894,10221,0.5277700180570566,3.6037157871142877,2021-01-25
Germany,2021-05,66574.0,2003213.0,DE,3221,13442,0.6710220031519364,4.838225132934779,2021-02-01
Germany,2021-06,50442.0,2053655.0,DE,3995,17437,0.8490715334367263,7.919987312160501,2021-02-08
Germany,2021-07,51941.0,2105596.0,DE,4923,22360,1.0619321085336408,9.478061646868563,2021-02-15
Germany,2021-08,56140.0,2161736.0,DE,5385,27745,1.283459219812225,9.592091200570003,2021-02-22
Germany,2021-09,58125.0,2219861.0,DE,5944,33689,1.5176175445219318,10.226236559139785,2021-03-01
Germany,2021-10,70656.0,2290517.0,DE,6692,40381,1.762964431174272,9.471240942028986,2021-03-08
Germany,2021-11,91376.0,2381893.0,DE,7600,47981,2.014406188691096,8.317282437401506,2021-03-15
Germany,2021-12,115048.0,2496941.0,DE,7935,55916,2.2393801054970863,6.897121201585425,2021-03-22
Germany,2021-13,111610.0,2608551.0,DE,8254,64170,2.459986406246226,7.395394677896246,2021-03-29
Germany,2021-14,117630.0,2726181.0,DE,8292,72462,2.6580039990008,7.049222137209895,2021-04-05
Germany,2021-15,142186.0,2868367.0,DE,10791,83253,2.9024528590658027,7.589354788797772,2021-04-12
Germany,2021-16,145626.0,3013993.0,DE,10131,93384,3.09834827088185,6.956862098801039,2021-04-19
Germany,2021-17,126657.0,3140650.0,DE,8952,102336,3.2584337637113334,7.067907814017386,2021-04-26
Germany,2021-18,101269.0,3241919.0,DE,9127,111463,3.4381796707443955,9.01262972874226,2021-05-03
Germany,2021-19,71595.0,3313514.0,DE,6345,117808,3.555379575882281,8.862350722815838,2021-05-10
Germany,2021-20,52794.0,3366308.0,DE,5326,123134,3.6578352307631983,10.088267606167367,2021-05-17
Germany,2021-21,29486.0,3395794.0,DE,4259,127393,3.7514937596332403,14.444142983110629,2021-05-24
Germany,2021-22,20358.0,3416152.0,DE,2904,130297,3.814145272224421,14.26466254052461,2021-05-31
Germany,2021-23,14034.0,3430186.0,DE,2052,132349,3.858362199600838,14.621633176571184,2021-06-07
Germany,2021-24,6809.0,3436995.0,DE,1244,133593,3.8869128410137344,18.269936848289028,2021-06-14
Germany,2021-25,4602.0,3441597.0,DE,850,134443,3.9064132145628903,18.470230334637115,2021-06-21
Germany,2021-26,4195.0,3445792.0,DE,304,134747,3.9104797968072362,7.246722288438617,2021-06-28
Germany,2021-27,5365.0,3451157.0,DE,23,134770,3.90506719920305,0.42870456663560114,2021-07-05
Germany,2021-28,8738.0,3459895.0,DE,0,134770,3.8952049122878005,0.0,2021-07-12
Greece,2020-40,2398.0,2398.0,EL,12,12,0.5004170141784821,0.5004170141784821,2020-10-05
Greece,2020-41,2516.0,4914.0,EL,30,42,0.8547008547008547,1.192368839427663,2020-10-12
Greece,2020-42,3012.0,7926.0,EL,9,51,0.6434519303557911,0.29880478087649404,2020-10-19
Greece,2020-43,5412.0,13338.0,EL,14,65,0.4873294346978557,0.2586844050258684,2020-10-26
Greece,2020-44,10147.0,23485.0,EL,158,223,0.9495422610176708,1.5571104760027594,2020-11-02
Greece,2020-45,15769.0,39254.0,EL,50,273,0.695470525296785,0.3170778108947936,2020-11-09
Greece,2020-46,17507.0,56761.0,EL,135,408,0.7188034037455295,0.7711201233792198,2020-11-16
Greece,2020-47,17414.0,74175.0,EL,10,418,0.5635321873946748,0.057425060296313314,2020-11-23
Greece,2020-48,12608.0,86783.0,EL,45,463,0.5335146284410541,0.35691624365482233,2020-11-30
Greece,2020-49,11244.0,98027.0,EL,38,501,0.5110836810266559,0.33795802205620773,2020-12-07
Greece,2020-50,9063.0,107090.0,EL,115,616,0.5752171071061724,1.2688955092132848,2020-12-14
Greece,2020-51,6538.0,113628.0,EL,153,769,0.676769810258035,2.340165188130927,2020-12-21
Greece,2020-52,4859.0,118487.0,EL,83,852,0.7190662266746563,1.7081704054332167,2020-12-28
Greece,2020-53,4168.0,122655.0,EL,115,967,0.788390200154906,2.759117082533589,2021-01-04
Greece,2021-01,4639.0,127294.0,EL,48,1015,0.7973667258472512,1.0347057555507653,2021-01-04
Greece,2021-02,3869.0,131163.0,EL,21,1036,0.789856895618429,0.5427759110881365,2021-01-11
Greece,2021-03,3373.0,134536.0,EL,122,1158,0.8607361598382589,3.616958197450341,2021-01-18
Greece,2021-04,4977.0,139513.0,EL,52,1210,0.8673026886383348,1.0448061080972473,2021-01-25
Greece,2021-05,6989.0,146502.0,EL,60,1270,0.8668823633807047,0.8584919158677923,2021-02-01
Greece,2021-06,8182.0,154684.0,EL,60,1330,0.8598174342530579,0.7333170373991689,2021-02-08
Greece,2021-07,7674.0,162358.0,EL,91,1421,0.8752263516426662,1.1858222569715924,2021-02-15
Greece,2021-08,11298.0,173656.0,EL,450,1871,1.0774174229511218,3.9830058417419014,2021-02-22
Greece,2021-09,14020.0,187676.0,EL,670,2541,1.3539291118736545,4.778887303851641,2021-03-01
Greece,2021-10,16027.0,203703.0,EL,592,3133,1.5380234949902554,3.6937667685780244,2021-03-08
Greece,2021-11,15978.0,219681.0,EL,448,3581,1.630090904538854,2.8038553010389284,2021-03-15
Greece,2021-12,16906.0,236587.0,EL,151,3732,1.5774324033019567,0.8931740210576127,2021-03-22
Greece,2021-13,21383.0,257970.0,EL,188,3920,1.5195565375818894,0.879203105270542,2021-03-29
Greece,2021-14,20066.0,278036.0,EL,405,4325,1.5555539570415342,2.0183394797169343,2021-04-05
Greece,2021-15,19793.0,297829.0,EL,204,4529,1.5206712576679906,1.030667407669378,2021-04-12
Greece,2021-16,17856.0,315685.0,EL,711,5240,1.659882477786401,3.9818548387096775,2021-04-19
Greece,2021-17,13293.0,328978.0,EL,558,5798,1.7624278827155615,4.197698036560595,2021-04-26
Greece,2021-18,15582.0,344560.0,EL,693,6491,1.8838518690503832,4.44743935309973,2021-05-03
Greece,2021-19,15086.0,359646.0,EL,563,7054,1.961373128020331,3.7319368951345617,2021-05-10
Greece,2021-20,12714.0,372360.0,EL,405,7459,2.0031689762595337,3.1854648419065597,2021-05-17
Greece,2021-21,11497.0,383857.0,EL,157,7616,1.9840721935512444,1.3655736279029311,2021-05-24
Greece,2021-22,8067.0,391924.0,EL,78,7694,1.9631357099845888,0.9669021941242097,2021-05-31
Greece,2021-23,5565.0,397489.0,EL,3,7697,1.9364057873299638,0.05390835579514825,2021-06-07
Greece,2021-24,3409.0,400898.0,EL,0,7697,1.9199397352942644,0.0,2021-06-14
Greece,2021-25,2563.0,403461.0,EL,0,7697,1.9077432515162556,0.0,2021-06-21
Greece,2021-26,5059.0,408520.0,EL,0,7697,1.8841182806227357,0.0,2021-06-28
Greece,2021-27,12845.0,421365.0,EL,0,7697,1.8266823300463968,0.0,2021-07-05
Greece,2021-28,18503.0,439868.0,EL,0,7697,1.7498431347586094,0.0,2021-07-12
Hungary,2020-40,6764.0,6764.0,HU,75,75,1.1088113542282674,1.1088113542282674,2020-10-05
Hungary,2020-41,7097.0,13861.0,HU,31,106,0.7647355890628382,0.43680428350007044,2020-10-12
Hungary,2020-42,9191.0,23052.0,HU,1,107,0.46416796807218463,0.01088020890001088,2020-10-19
Hungary,2020-43,13795.0,36847.0,HU,5,112,0.3039596167937688,0.03624501631025734,2020-10-26
Hungary,2020-44,21217.0,58064.0,HU,37,149,0.25661339211904105,0.1743884620822925,2020-11-02
Hungary,2020-45,31998.0,90062.0,HU,0,149,0.16544158468610512,0.0,2020-11-09
Hungary,2020-46,32678.0,122740.0,HU,0,149,0.1213948183151377,0.0,2020-11-16
Hungary,2020-47,30496.0,153236.0,HU,0,149,0.09723563653449581,0.0,2020-11-23
Hungary,2020-48,39170.0,192406.0,HU,0,149,0.07744041246114985,0.0,2020-11-30
Hungary,2020-49,37026.0,229432.0,HU,0,149,0.06494298964399038,0.0,2020-12-07
Hungary,2020-50,29722.0,259154.0,HU,1,150,0.05788064239795643,0.003364511136531862,2020-12-14
Hungary,2020-51,21260.0,280414.0,HU,0,150,0.05349233633128161,0.0,2020-12-21
Hungary,2020-52,11539.0,291953.0,HU,0,150,0.05137813278164636,0.0,2020-12-28
Hungary,2020-53,12182.0,304135.0,HU,0,150,0.04932020319923718,0.0,2021-01-04
Hungary,2021-01,14805.0,318940.0,HU,8,158,0.04953909826299618,0.05403579871664978,2021-01-04
Hungary,2021-02,9047.0,327987.0,HU,8,166,0.050611762051544724,0.088427102907041,2021-01-11
Hungary,2021-03,7715.0,335702.0,HU,11,177,0.05272533377817231,0.1425793907971484,2021-01-18
Hungary,2021-04,8292.0,343994.0,HU,10,187,0.05436141328046419,0.120598166907863,2021-01-25
Hungary,2021-05,8945.0,352939.0,HU,17,204,0.05780035643553135,0.19005030743432086,2021-02-01
Hungary,2021-06,11144.0,364083.0,HU,8,212,0.05822848086837342,0.07178750897343862,2021-02-08
Hungary,2021-07,16847.0,380930.0,HU,3,215,0.056440815897934,0.017807324746245624,2021-02-15
Hungary,2021-08,27279.0,408209.0,HU,3,218,0.053404016079998236,0.010997470581766193,2021-02-22
Hungary,2021-09,35788.0,443997.0,HU,0,218,0.04909943085201026,0.0,2021-03-01
Hungary,2021-10,55483.0,499480.0,HU,0,218,0.04364539120685513,0.0,2021-03-08
Hungary,2021-11,56446.0,555926.0,HU,0,218,0.03921385220335081,0.0,2021-03-15
Hungary,2021-12,60482.0,616408.0,HU,0,218,0.03536618603262774,0.0,2021-03-22
Hungary,2021-13,48729.0,665137.0,HU,0,218,0.03277520270260112,0.0,2021-03-29
Hungary,2021-14,35388.0,700525.0,HU,0,218,0.031119517504728595,0.0,2021-04-05
Hungary,2021-15,27947.0,728472.0,HU,0,218,0.029925652598864472,0.0,2021-04-12
Hungary,2021-16,18266.0,746738.0,HU,0,218,0.02919363953622288,0.0,2021-04-19
Hungary,2021-17,12657.0,759395.0,HU,0,218,0.028707062859249798,0.0,2021-04-26
Hungary,2021-18,8275.0,767670.0,HU,0,218,0.028397618768481247,0.0,2021-05-03
Hungary,2021-19,6187.0,773857.0,HU,0,218,0.028170579318918094,0.0,2021-05-10
Hungary,2021-20,3773.0,777630.0,HU,0,218,0.02803389786916657,0.0,2021-05-17
Hungary,2021-21,2192.0,779822.0,HU,0,218,0.027955097445314443,0.0,2021-05-24
Hungary,2021-22,1551.0,781373.0,HU,0,218,0.027899607485797437,0.0,2021-05-31
Hungary,2021-23,956.0,782329.0,HU,0,218,0.02786551438077842,0.0,2021-06-07
Hungary,2021-24,585.0,782914.0,HU,0,218,0.02784469303141852,0.0,2021-06-14
Hungary,2021-25,412.0,783326.0,HU,0,218,0.02783004777065998,0.0,2021-06-21
Hungary,2021-26,220.0,783546.0,HU,0,218,0.027822233793548815,0.0,2021-06-28
Hungary,2021-27,277.0,783823.0,HU,0,218,0.02781240152432373,0.0,2021-07-05
Hungary,2021-28,325.0,784148.0,HU,0,218,0.027800874324744818,0.0,2021-07-12
Iceland,2020-40,298.0,298.0,IS,298,298,100.0,100.0,2020-10-05
Iceland,2020-41,605.0,903.0,IS,557,855,94.6843853820598,92.06611570247934,2020-10-12
Iceland,2020-42,529.0,1432.0,IS,480,1335,93.22625698324022,90.73724007561437,2020-10-19
Iceland,2020-43,393.0,1825.0,IS,349,1684,92.27397260273973,88.80407124681933,2020-10-26
Iceland,2020-44,442.0,2267.0,IS,373,2057,90.73665637406263,84.38914027149322,2020-11-02
Iceland,2020-45,188.0,2455.0,IS,155,2212,90.10183299389001,82.44680851063829,2020-11-09
Iceland,2020-46,111.0,2566.0,IS,96,2308,89.94544037412315,86.48648648648648,2020-11-16
Iceland,2020-47,88.0,2654.0,IS,69,2377,89.56292388847024,78.4090909090909,2020-11-23
Iceland,2020-48,104.0,2758.0,IS,96,2473,89.66642494561276,92.3076923076923,2020-11-30
